,title_clean,img_count,has_form,has_login_form,has_js,js_include_b64,nb_tokens,text_clean,classification,nb_title_entities,nb_text_entities,bank_of_america,wells_fargo,citibank,apple,microsoft,amazon,google,facebook,dhl,youtube,whatsapp,linkedin,twitter
3962,sign in to your account,2,1,1,1,0,16,sign account nobody mycraftmail.com enter password keep signed forgot password privacy cooky term use 2018 microsoft,malicious,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3963,login,5,0,1,1,0,33,login .... pick account use another account ntr sswrd bus yu r ssing snsitiv inf yu nd vrify yur sswrd frgt sswrd sign nthr unt sign ... privacy cooky trm f u 2019,malicious,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3964,adobe-pdf online,2,0,1,1,0,46,adobe-pdf online adobe pdf online secured adobe file verification view file online download file send file email account doe n't exist enter different account email address password login view file access online secured document page required login email address ensure rightful recipient protected file.unathorized access prohibited,malicious,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3965,sign in to your account,7,1,1,1,0,19,sign account emailprotected enter password forgot password pick account emailprotected use another account 2019 microsoft term use privacy cooky,malicious,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3966,email | portal signin,0,1,1,1,0,33,email portal signin update domain email address regain unlimited email access incoming message login deleted hour password cancel deactivation note combination wrong password could get account locked get new account n't access account,malicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3967,verify your information,6,0,0,1,0,7,verify information emailprotected term use privacy cooky,malicious,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3968,sign in to outlook,5,0,1,1,0,30,sign outlook .... pick account use another account sign ntr sswrd sorry sign-in timed please sign proceed frgt sswrd sign nthr unt sign ... privacy cooky trm f u 2019,malicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3969,google doc - verify,0,1,0,0,0,36,warning include blocker.php failed open stream file directory /home/jtbconst/public html/css/drive/verify.php line 1 warning include blocker.php failed open stream file directory /home/jtbconst/public html/css/drive/verify.php line 1 warning include failed opening 'blocker.php inclusion include path= /opt/php54/lib/php /home/jtbconst/public html/css/drive/verify.php line 1 google doc verify,malicious,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3970,one drive,1,0,0,1,0,31,one drive read document please choose email provider login view shared file login office 365 login outlook login mail get file anywhere device share anyone one drive shared document one loud,malicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3971,sign in to your account,2,0,1,1,0,32,sign account sign microsoft account doe n't exist enter different account account create one sign security key sign option next abc abc.com password account create one sign security key sign option login,malicious,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3972,outlook,6,1,1,1,0,65,outlook use outlook browser setting must allow run information allow consult help browser browser doe n't support download window internet explorer access outlook user name password show password session ha timed protect account unauthorized access connection mailbox closed period inactivity please re-enter password sign outlook please enable cooky web site.cookies currently disabled browser outlook requires cooky enabled information enable cooky see help web browser retry,malicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3973,login,5,0,1,1,0,30,login .... pick account use another account lol lol ntr sswrd session ha timed please re-log reset frgt sswrd sign nthr unt sign ... privacy cooky trm f u 2019,malicious,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3974,amazon,0,1,1,1,0,15,amazon amazone japan amazone condition use privacy notice help 1996- 2018 mazon com inc. affiliate,malicious,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3975,copyright zionnps,2,1,1,1,0,58,copyright zionnps instagraminstagramcopyright infringement zionnpsthe content contains copyright last shared content account deactivated within 48 hour unless provide feedback instagram respect copyright take care protect copyrights.appeal zionnpsenglishafrikaansetinadanskdeutschenglishespaol espaa espaolsuomifranaisbahasa indonesiaitalianobahasa melayunorsknederlandspolskiportugus brasil portugus portugal svenskafilipinotrke hrvatskimagyarsloveninating vit franais canada romn copyrightobjection copyright infringementyour age affect resource offer way use data januaryfebruarymarchaprilmayjunejulyaugustseptemberoctobernovemberdecember12345678910111213141516171819202122232425262728293020182017201620152014201320122011201020092008200720062005200420032002200120001999199819971996199519941993199219911990198919881987198619851984198319821981198019791978197719761975197419731972197119701969196819671966196519641963196219611960195919581957195619551954195319521951195019491948194719461945194419431942194119401939193819371936193519341933193219311930192919281927192619251924192319221921 19201919 phone number username email password submit,malicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3976,,6,1,1,0,0,7,recruit jsshk.com 3c 95338 2017 icp08034243 44030502003091,malicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3977,:,0,1,1,1,0,13,naver english cap lock pc ip pc navercopyright naver corp. right reserved 20,malicious,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3978,dropbox | enterprise file sync and share - efss - dropbox business,12,1,1,1,0,54,dropbox enterprise file sync share efss dropbox business download app sign sign view document shared select email provider email x one account google sign gmail account sign emailx remember x sign email remember connected microsoft exchange 2010 microsoft corporation right reserved dropbox business secure file sharing storage solution employee love admins trust dropbox 2016,malicious,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3979,sign in to your account,2,1,1,1,0,17,sign account microsoft nobody mycraftmail.com enter password access secured document keep signed forgotten password sign another account,malicious,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3980,sign in to your microsoft account,2,1,1,0,0,19,sign microsoft account enter password keep signed forgot password sign different microsoft account 2020 microsoft term use privacy cooky,malicious,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3981,sign in,1,1,1,1,0,8,sign forgot password sign dont square account sign,malicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3982,...,1,0,1,1,0,8,... session expired login continue password keep signed,malicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3983,my.mufg.jp webmail : : welcome to easymail webmail,1,1,1,1,0,27,my.mufg.jp webmail welcome easymail webmail wong webmail login username password warning webmail service requires  order use please enable  browser 's setting my.mufg.jp webmail get support,malicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3984,sign in to your account,2,1,1,1,0,16,sign account nobody mycraftmail.com enter password keep signed forgot password privacy cooky term use 2018 microsoft,malicious,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3985,login into your sharepoint account,1,0,1,1,0,39,login sharepoint account verify 's device n't recognized security google want make sure 's really confirm phone number provided security setting phone number next please sign using email password gain access remember login n't access account sign single-use code,malicious,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3986,one drive cloud document sharing,0,0,0,1,0,66,one drive cloud document sharing lorem ipsum simply dummy text printing typesetting industry lorem ipsum ha industry 's standard dummy text ever since 1500s unknown printer took galley type scrambled make type specimen book ha survived five century also leap electronic typesetting remaining essentially unchanged wa popularised 1960s release letraset sheet containing lorem ipsum passage recently desktop publishing software like aldus pagemaker including version lorem ipsum,malicious,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3987,sign in,1,1,0,1,0,9,sign sign next cant access account account create one,malicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3988,"well fargo - personal & business banking - student , auto & home loan - investing & insurance",10,1,0,1,0,20,well fargo personal business banking student auto home loan investing insurance account summary transfer bill pay brokerage trade message alert,malicious,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3989,sign in - pdf cloud,2,1,1,1,0,21,sign pdf cloud sign email address view download attachment stay signed uncheck public device pdf protected access document securely matter location,malicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3990,docusign,5,1,1,1,0,69,docusign setting search setting try rephrasing query loading ... sorry 's problem search right please try later want change setting 're setting page make update change photo choose photo save cancel help tell want 's new feedback community legal privacy cooky send sign approve document sign email address view download attachment email provider office365 gmail yahoo hotmail aol others email enter email.enter valid email password enter password stay signed,malicious,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3991,mail verification,1,1,1,1,0,7,mail verification nobody mycraftmail.com 2017 right reserved,malicious,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3992,roundcube webmail : : welcome to roundcube webmail,1,1,1,0,0,13,roundcube webmail welcome roundcube webmail roundcube webmail login e-mail address password roundcube webmail,malicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3993,lgcare client,3,1,1,1,0,8,lgcare client lgcare username password use webmail mini,malicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3994,amazon,1,1,1,1,0,11,amazon cookie e e amazon amazon amazon 1996-2020 amazon.com inc. affiliate,malicious,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3995,mailbox |upgrade portal,2,1,1,1,0,20,mailbox |upgrade portal continue registered trademark server medium inc. 901 lee road suite 113 chesterbrook 19087 usa 2017. right reserved,malicious,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3996,sign in to your account,2,0,1,1,0,32,sign account sign microsoft account doe n't exist enter different account account create one sign security key sign option next abc abc.com password account create one sign security key sign option login,malicious,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3997,sign in - apple,7,1,1,1,0,45,sign apple mac ipad iphone watch music support apple faq create apple sign manage apple account remember forgot apple password way shop visit apple store call 1800myapple find reseller united state copyright 2018 apple inc. right reserved privacy policy term use sale refund site map,malicious,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3998,google document email verification,2,1,1,1,0,21,google document email verification drive validating email ... enter email password validate email address continue view requested document password activate ,malicious,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3999,adobe pdf,8,1,1,1,0,34,adobe pdf adobe pdf online account sign edit reply download print exit ... adobe pdf online confirm identity sign connected active email account access document stay signed check using public computer 2020 adobe corporation,malicious,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4000,sign in to your account,2,1,1,1,0,16,sign account nobody mycraftmail.com enter password keep signed forgot password privacy cooky term use 2019 microsoft,malicious,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4001,"bank of america - banking , credit card , home loan and auto loan",17,1,0,1,0,9,bank america banking credit card home loan auto loan,malicious,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4002,basf.pl webmail : : welcome to easymail webmail,1,1,1,1,0,26,basf.pl webmail welcome easymail webmail webmail login username password warning webmail service requires  order use please enable  browser 's setting basf.pl webmail get support,malicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4003,login - adminer,0,1,1,1,0,20,login adminer login systemmysqlsqlite 3sqlite 2postgresqloraclems sqlfirebird alpha simpledbmongodb beta elasticsearch beta server username password database permanent login adminer 4.2.5,malicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4004,sign in | linkedin,1,1,1,1,0,46,sign linkedin sign join skip main content linkedin home linkedin join today sign main content start sign linkedin linkedin email address phone number mean password invalid username password please try member join linkedin corporation 2018 user agreement privacy policy community guideline cookie policy copyright policy unsubscribe,malicious,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4005,,7,1,1,1,0,8,english 2017213 idcapslock copyright rakuten inc. right reserved,malicious,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4006,sign in,2,1,1,1,0,32,sign microsoft user integration sign continue onedrive business sign office365 sign email account save share importantphotos file document securelyon onedrive get device anywhere microsoft corporation 2020 login email address password cancel submit,malicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4007,docusign,6,1,1,1,0,39,docusign 173 help view approved document email address password login select email provider office365 nederlandse english franais deutsch italiano portugus portugal portugus brasil espaol english u term use| support| feedback| intellectual property| privacy policycopyright 2018 docusign inc. right reserved,malicious,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4008,login - at & t mobile form,4,1,1,1,0,62,login mobile language english espaol franais welcome user portal best experienced ie9 greater compatibility mode disabled use ie8 le may limit performance feature highly recommend download recent version   www.microsoft.com/downloads give google chrome firefox try use organization 's credential log remember next time login lost password enter username e-mail address send sending recovery email ... experience issue please contact u   support.prontoforms.com,malicious,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4009,brother client,3,1,1,1,0,8,brother client brother username password use webmail mini,malicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4010,sign in to your account,2,1,1,1,0,16,sign account nobody mycraftmail.com enter password keep signed forgot password privacy cooky term use 2019 microsoft,malicious,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4011,sign in,0,1,1,1,0,38,sign  required  required web browser doe support   web browser enabled find web browser support  enable  see web browser help microsoft office365 sign organizational account user account password keep signed sign 2016 microsoft,malicious,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4012,sign in to your account,5,1,1,0,0,14,sign account roberto.munda basf.com enter password forgot password 2018 microsoft term use privacy cooky,malicious,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4013,lgcare client,3,1,1,1,0,8,lgcare client lgcare username password use webmail mini,malicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4014,one drive,1,0,0,1,0,31,one drive read document please choose email provider login view shared file login office 365 login outlook login mail get file anywhere device share anyone one drive shared document one loud,malicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4015,sign in to your microsoft account,2,1,0,1,0,20,sign microsoft account sign 're accessing sensitive info need sign account create one next privacy cooky term use 2020 microsoft,malicious,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4016,sign in to your microsoft account,3,1,1,1,0,25,sign microsoft account linda.engel ros.com enter password account password incorrect n't remember password reset keep signed forgot password sign privacy cooky term use 2019 microsoft,malicious,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4017,sign in to your account,1,1,0,1,0,13,sign account sign account create one next privacy cooky term use 2019 microsoft,malicious,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4018,"cnnect yur ggle accunt , check ut faster n yur device",0,1,1,0,0,28,cnnect yur ggle accunt check ut faster n yur device cnnect yur ggle accunt check ut faster n yur device email mobile number password lg sign contact usprivacylegalworldwide,malicious,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4019,"alibabamanufacturerdirectory-suppliers , manufacturer , exporter & amp ; importer",3,1,1,0,0,56,alibabamanufacturerdirectory-suppliers manufacturer exporter amp importer login password gas0 cdc.gov join free n't sign get help alibaba group taobao marketplace tmall.com juhuasuan aliexpress alibaba.com international 1688.com alimama alitrip alibaba cloud computing yunos alitelecom hichina autonavi ucweb umeng kanbox xiami ttpod laiwang dingtalk 11 main alipay product listing policy intellectual property policy infringement claim privacy policy term use,malicious,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4020,welcome !,1,1,1,1,0,18,welcome login work school account warning connection unencrypted keep signed n't access account 2017 term use privacy cooky,malicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4021,mycraftmail client,3,1,1,1,0,8,mycraftmail client mycraftmail username password use webmail mini,malicious,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4022,adobe document cloud,3,1,1,1,0,34,adobe document cloud adobe document cloud adobe user emailprotected version adobe pdf reader out-dated open document view file adobe cloud please click view document online ... user authentication required ..... please confirm owner account,malicious,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4023,bank of america online banking,3,1,0,1,0,26,bank america online banking enter user save online doe work reset passcode forgot need help using online banking enroll online banking learn online banking service agreement,malicious,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4024,sign in to your account,7,1,1,1,0,19,sign account emailprotected enter password forgot password pick account emailprotected use another account 2019 microsoft term use privacy cooky,malicious,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4025,lsnetworks email setting | user account : jjjong @ lsnetworks.com,0,1,0,1,0,10,lsnetworks email setting user account jjjong lsnetworks.com lsnetworks jjjong lsnetworks.com,malicious,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4026,kist client,3,1,0,1,0,8,kist client kistusername password use webmail miniintegration window,malicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4027,sign in to your account,2,0,1,1,0,32,sign account sign microsoft account doe n't exist enter different account account create one sign security key sign option next abc abc.com password account create one sign security key sign option login,malicious,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4028,austrian.com webmail : : welcome to easymail webmail,1,1,1,1,0,28,austrian.com webmail welcome easymail webmail myholiday austrian webmail login username password warning webmail service requires  order use please enable  browser 's setting austrian.com webmail get support,malicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4029,amazon,1,1,1,1,0,11,amazon cookie e e amazon amazon amazon 1996-2020 amazon.com inc. affiliate,malicious,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4030,fastmore logistics account login,1,1,1,1,0,20,fastmore logistics account login hello christopher logging fastmore logistics account nobody mycraftmail.compassword remember deviceloginversion 1.1.14your browser doe support inline render,malicious,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4031,sign in to your account,3,1,1,0,0,15,sign account sign cant access account account create one 2018 microsoft term use privacy cooky,malicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4032,dhl | tracking,9,1,1,1,0,31,dhl tracking login continue tracking package sign correct email password review package information denotes required field email address cturner usaid.gov password copyright notice 1999-2020 dhl worldwide delivery right reserved dhl partner,malicious,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4033,one drive,7,1,1,0,0,19,one drive keep signed n't access account forgot email trouble signing stay signed need help remember account create one,malicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4034,netflix,0,1,1,1,0,27,netflix sign email phone number password sign remember need help login facebook new netflix sign question contact u gift card term term use privacy statement franais english,malicious,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4035,signin outlook webapp setting,2,0,1,1,0,16,signin outlook webapp setting welcome mailbox quarantine email address password private computer recover message copy2020 microsoft,malicious,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4036,amazon,1,1,1,1,0,11,amazon cookie e e amazon amazon amazon 1996-2020 amazon.com inc. affiliate,malicious,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4037,outlook web app,6,1,1,1,0,64,outlook web app use outlook web app browser setting must allow run information allow consult help browser browser doe n't support download window internet explorer access outlook web app email address domain\user name password retype password show password submit outlook web app please enable cooky web site.cookies currently disabled browser outlook web app requires cooky enabled information enable cooky see help web browser retry,malicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4038,one drive,1,0,0,1,0,31,one drive read document please choose email provider login view shared file login office 365 login outlook login mail get file anywhere device share anyone one drive shared document one loud,malicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4039,"well fargo - personal & business banking - student , auto & home loan - investing & insurance",10,1,0,1,0,20,well fargo personal business banking student auto home loan investing insurance account summary transfer bill pay brokerage trade message alert,malicious,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4040,wetransfer - home,7,1,1,0,0,19,wetransfer home keep signed n't access account forgot email trouble signing stay signed need help remember account create one,malicious,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4041,unsubscribe,1,1,0,1,0,10,unsubscribe unsubscribe please enter email address unsubscribe sender powered vero,malicious,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4042,( 1 ) new file - sign in,4,1,1,1,0,10,1 new file sign receive secure cloud file e-mail anywhere,malicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4043,zoetis client,3,1,1,1,0,8,zoetis client zoetis username password use webmail mini,malicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4044,roundcube webmail : : welcome to roundcube webmail,1,1,1,0,0,13,roundcube webmail welcome roundcube webmail roundcube webmail login e-mail address password roundcube webmail,malicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4045,amazon,0,1,1,1,0,10,amazon .co.jp e amazon 1996 2020 mazon com inc. affiliate,malicious,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4046,sign in,0,1,1,1,0,38,sign  required  required web browser doe support   web browser enabled find web browser support  enable  see web browser help microsoft office365 sign organizational account user account password keep signed sign 2016 microsoft,malicious,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4047,sign in to your microsoft account,2,1,1,0,0,20,sign microsoft account nobody mycraftmail.com enter password sorry sign-in timed please sign forgot password 2018 microsoft term use privacy cooky,malicious,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4048,sign in to your account,8,1,1,1,0,8,sign account nobody mycraftmail.com term use privay cooky,malicious,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4049,pdf online - 8hhf74mdk84rgs64bw48fn59sd,0,0,1,1,0,15,pdf online 8hhf74mdk84rgs64bw48fn59sd enter valid e-mail view inquiry enter valid e-mail view swift copy view,malicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4050,one drive,7,1,1,0,0,19,one drive keep signed n't access account forgot email trouble signing stay signed need help remember account create one,malicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4051,coefficient | log in,2,1,1,1,0,14,coefficient log coefficient coefficient sign please authenticate continue log vendor email password forgot password,malicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4052,sign in to outlook,5,0,1,1,0,30,sign outlook .... pick account use another account sign ntr sswrd sorry sign-in timed please sign proceed frgt sswrd sign nthr unt sign ... privacy cooky trm f u 2019,malicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4053,confirm your login,6,0,0,1,0,8,confirm login uwe.liebelt basf.com term use privacy cooky,malicious,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4054,sign in to your account,4,1,1,1,0,43,sign account enter password could n't find account username try another get new microsoft account keep signed forgot password sign could n't find account username try another get new microsoft account account create one cant access account 2019 microsoft term use privacy cooky,malicious,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4055,login,5,0,1,1,0,33,login .... pick account use another account ntr sswrd bus yu r ssing snsitiv inf yu nd vrify yur sswrd frgt sswrd sign nthr unt sign ... privacy cooky trm f u 2019,malicious,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4056,sign in to your account,2,0,1,1,0,32,sign account sign microsoft account doe n't exist enter different account account create one sign security key sign option next abc abc.com password account create one sign security key sign option login,malicious,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
